x,n_sample,CC_rmse,OM_rmse,IPW_rmse,AIPW_rmse
1,350,0.28062760357975336,0.267607222788209,0.28717351359863297,0.2695389291072413
2,700,0.19127470738569177,0.19346675529432256,0.2063071421416121,0.19602961349170406
