scenario,n_sample,mechanism,condition,null_case,beta_treat,beta_int,method,n_reps,true_effect,bias,mcse_bias,rmse,mcse_rmse,coverage,mcse_coverage,type1,mcse_type1,obs_rate,p_hat_min,p_hat_med,p_hat_max,w_max,ess,trunc_frac
N700_MNARyOnly_correct_ALT,700,MNARyOnly,correct,False,0.45,0.28,OM,250,0.41382823521152323,0.03525356142391773,0.012968823454927631,0.2076588997913047,0.009435867123138934,0.92,0.01715808847162177,,,0.6745771428571428,,,,,,
N700_MNARyOnly_correct_ALT,700,MNARyOnly,correct,False,0.45,0.28,IPW,250,0.41382823521152323,0.012330636284279125,0.016309442884352415,0.25765389277762835,0.011804074173549452,0.936,0.01547953487673321,,,0.6745771428571428,0.3034576301928792,0.709508507184954,0.924264736594716,3.476077811005777,453.2422637206659,0.0
N700_MNARyOnly_correct_ALT,700,MNARyOnly,correct,False,0.45,0.28,AIPW,250,0.41382823521152323,0.03335831270153298,0.01303586065803302,0.20838968097559646,0.009385005757130617,0.912,0.01791714262933685,,,0.6745771428571428,0.3034576301928792,0.709508507184954,0.924264736594716,3.476077811005777,453.2422637206659,0.0
N700_MNARyOnly_correct_NULL,700,MNARyOnly,correct,True,0.0,0.0,CC,250,0.0,0.0037482270833947683,0.01281649915430842,0.2022756762410978,0.008808750061703913,0.952,0.013519763311537675,0.048,0.01351976331153767,0.684,,,,,,
N700_MNARyOnly_correct_NULL,700,MNARyOnly,correct,True,0.0,0.0,OM,250,0.0,0.002558614473866953,0.012486293594223761,0.1970470017802683,0.008492570485785812,0.944,0.014541526742402262,0.056,0.014541526742402257,0.684,,,,,,
N700_MNARyOnly_correct_NULL,700,MNARyOnly,correct,True,0.0,0.0,IPW,250,0.0,0.006686915320462035,0.015003851296580979,0.23685119318941966,0.01098266397750991,0.94,0.015019986684414876,0.06,0.01501998668441487,0.684,0.3187430423378935,0.7163779077113875,0.9250993862940483,3.2794398247702388,461.60894996200824,0.0
N700_MNARyOnly_correct_NULL,700,MNARyOnly,correct,True,0.0,0.0,AIPW,250,0.0,0.0023257851109450933,0.012413856759198197,0.1959011621869995,0.008518588427913358,0.964,0.011782020200288238,0.036,0.011782020200288235,0.684,0.3187430423378935,0.7163779077113875,0.9250993862940483,3.2794398247702388,461.60894996200824,0.0
N700_MNARyOnly_missing_misspec_ALT,700,MNARyOnly,missing_misspec,False,0.45,0.28,CC,250,0.41382823521152323,0.0062740606923985375,0.012440938083337625,0.1964149230469482,0.008394751699147919,0.952,0.013519763311537675,,,0.6720057142857142,,,,,,
N700_MNARyOnly_missing_misspec_ALT,700,MNARyOnly,missing_misspec,False,0.45,0.28,OM,250,0.41382823521152323,0.0478203015227034,0.011862245796317727,0.19319494609190582,0.008384242902162262,0.932,0.01592180894245374,,,0.6720057142857142,,,,,,
N700_MNARyOnly_missing_misspec_ALT,700,MNARyOnly,missing_misspec,False,0.45,0.28,IPW,250,0.41382823521152323,-0.005125760694243041,0.014066344861840871,0.22202235429789874,0.00909703257562678,0.964,0.011782020200288238,,,0.6720057142857142,0.4715399261056353,0.6828932612054711,0.796721784265017,2.170734623029511,466.2978648394891,0.0
N700_MNARyOnly_missing_misspec_ALT,700,MNARyOnly,missing_misspec,False,0.45,0.28,AIPW,250,0.41382823521152323,0.04895161751705843,0.011925003651585917,0.19443632162749427,0.008409715318277201,0.924,0.016759952267235128,,,0.6720057142857142,0.4715399261056353,0.6828932612054711,0.796721784265017,2.170734623029511,466.2978648394891,0.0
N700_MNARyOnly_missing_misspec_NULL,700,MNARyOnly,missing_misspec,True,0.0,0.0,CC,250,0.0,0.025466371357975023,0.012669882624634957,0.20154277852338684,0.009530060975967883,0.932,0.01592180894245374,0.068,0.015921808942453743,0.6833028571428572,,,,,,
N700_MNARyOnly_missing_misspec_NULL,700,MNARyOnly,missing_misspec,True,0.0,0.0,OM,250,0.0,0.018204002687246153,0.012192535832233625,0.19325426331362572,0.009527160873024701,0.952,0.013519763311537675,0.048,0.01351976331153767,0.6833028571428572,,,,,,
N700_MNARyOnly_missing_misspec_NULL,700,MNARyOnly,missing_misspec,True,0.0,0.0,IPW,250,0.0,0.0320197115129868,0.014324074328607606,0.22828679147701972,0.009855392312979884,0.952,0.013519763311537675,0.048,0.01351976331153767,0.6833028571428572,0.48124091999138147,0.6943840193509299,0.807058384524234,2.140685247563368,474.22381289032427,0.0
N700_MNARyOnly_missing_misspec_NULL,700,MNARyOnly,missing_misspec,True,0.0,0.0,AIPW,250,0.0,0.01859384512547726,0.01218162460426338,0.1931199979244764,0.009398215277995415,0.948,0.014042222046385685,0.052,0.014042222046385677,0.6833028571428572,0.48124091999138147,0.6943840193509299,0.807058384524234,2.140685247563368,474.22381289032427,0.0
N700_MNARyOnly_outcome_misspec_ALT,700,MNARyOnly,outcome_misspec,False,0.45,0.28,CC,250,0.41382823521152323,0.0065234315473455765,0.012262274336018689,0.19360535829415146,0.00894426898420499,0.944,0.014541526742402262,,,0.6727371428571429,,,,,,
N700_MNARyOnly_outcome_misspec_ALT,700,MNARyOnly,outcome_misspec,False,0.45,0.28,OM,250,0.41382823521152323,0.01771856344575574,0.0113751268493175,0.18036887672006824,0.00848475672036826,0.948,0.014042222046385685,,,0.6727371428571429,,,,,,
N700_MNARyOnly_outcome_misspec_ALT,700,MNARyOnly,outcome_misspec,False,0.45,0.28,IPW,250,0.41382823521152323,0.043737001147287624,0.01454246439196774,0.23360706249315025,0.011020153079124117,0.936,0.01547953487673321,,,0.6727371428571429,0.30554477984600026,0.7077283709648395,0.9251214009431032,3.4309447838699976,451.7932237266575,0.0
N700_MNARyOnly_outcome_misspec_ALT,700,MNARyOnly,outcome_misspec,False,0.45,0.28,AIPW,250,0.41382823521152323,0.049399874992013246,0.01166787649257821,0.19062802461572978,0.009387371615942818,0.944,0.014541526742402262,,,0.6727371428571429,0.30554477984600026,0.7077283709648395,0.9251214009431032,3.4309447838699976,451.7932237266575,0.0
N700_MNARyOnly_outcome_misspec_NULL,700,MNARyOnly,outcome_misspec,True,0.0,0.0,CC,250,0.0,0.022051853018128207,0.013538398328072061,0.21476744007095133,0.009575533173342723,0.932,0.01592180894245374,0.068,0.015921808942453743,0.68452,,,,,,
N700_MNARyOnly_outcome_misspec_NULL,700,MNARyOnly,outcome_misspec,True,0.0,0.0,OM,250,0.0,0.02163358194254303,0.012892617978939666,0.204589080493152,0.009264824510854192,0.944,0.014541526742402262,0.056,0.014541526742402257,0.68452,,,,,,
N700_MNARyOnly_outcome_misspec_NULL,700,MNARyOnly,outcome_misspec,True,0.0,0.0,IPW,250,0.0,0.016054061229874496,0.015959451677320144,0.2523470888366082,0.012148873047346903,0.948,0.014042222046385685,0.052,0.014042222046385677,0.68452,0.3296804285109511,0.7157978777245309,0.9238850400132254,3.1693777577372946,462.8553277498777,0.0
N700_MNARyOnly_outcome_misspec_NULL,700,MNARyOnly,outcome_misspec,True,0.0,0.0,AIPW,250,0.0,0.02325103087040597,0.013233465140204062,0.2101110081389564,0.010029368531123722,0.948,0.014042222046385685,0.052,0.014042222046385677,0.68452,0.3296804285109511,0.7157978777245309,0.9238850400132254,3.1693777577372946,462.8553277498777,0.0
